Title,Genre,Budget,Homepage,Language,Overview,Poster path,Production company,Release Date,Commercial Success,Revenue,Tagline,Vote Average,All Genres
Clash of the Titans,Action,125,http://www.clash-of-the-titans.com/,Other,Born of a god but raised as a man  Perseus is helpless to save his family from Hades  vengeful god of the underworld. With nothing to lose  Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts  Perseus and his warriors will only survive if Perseus accepts his power as a god  defies fate and creates his own destiny.,/n8W2Y72VzSi8Yz6IvYWwfoiMTS6.jpg,The Zanuck Company,2010,Medium,366,Titans will clash.,5.6,Action  Fantasy  Adventure
Exit Wounds,Action,50,http://www.exitwounds.net/,Other,Maverick cop Orin Boyd always brings down the domestic terrorists he tracks  but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring  Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.,/ioPpykV342e0zIuqbJxdOwcMZMS.jpg,Village Roadshow Pictures,2001,Medium,366,This Is Gonna Hurt,5.3,Action  Thriller
The Cooler,Drama,32,,Other,(William H. Macy) works at a Las Vegas casino  where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss  Shelly Kaplow (Alec Baldwin)  is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).,/6H5B8BnNEDOFVe0mul1xtMdd2vS.jpg,ContentFilm,2003,Medium,366,When your life depends on losing... the last thing you need is lady luck.,6.7,Drama  Romance
Dream House,Drama,50,,Other,Publisher  Will Atenton quits a lucrative job in New York to relocate his wife  Libby and their daughters to a quaint town in New England. However  as they settle into their home the Atentons discover that a woman and her children were murdered there  and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family  Will pieces together a horrifying chain of events.,/8MDE7wXp7gxf61yRDptSLowU2e6.jpg,Cliffjack Motion Pictures,2011,Medium,365,Once upon a time  there were two little girls who lived in a house.,5.8,Drama  Thriller
Unbroken,Drama,65,http://www.unbrokenfilm.com/,Other,A chronicle of the life of Louis Zamperini  an Olympic runner who was taken prisoner by Japanese forces during World War II.,/1un8i8UtCjSCnY3OfdxtB5kDRvF.jpg,Legendary Pictures,2014,Medium,365,Survival. Resilience. Redemption.,7.3,Drama
Supergirl,SF & Fantasy,35,,English,After losing a powerful orb  Kara  Superman's cousin  comes to Earth to retrieve it and instead finds herself up against a wicked witch,/qy3DP7UBgZcoQwkCNgINvHPe2L9.jpg,St. Michael Finance Limited,2014,Medium,365,From out of another galaxy and into your hearts comes... Supergirl,4.7,Action  Fantasy  Science Fiction  Adventure
Hellboy,SF & Fantasy,66,http://www.sonypictures.com/homevideo/hellboy/,English,In the final days of World War II  the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place  but not before a demon - Hellboy - has already been conjured. Joining the Allied forces  Hellboy eventually grows to adulthood  serving the cause of good rather than evil.,/3fAWzI9MUosggdGMu7EaDhn44m6.jpg,Columbia Pictures,2004,Medium,365,From the Dark Side to Our Side.,6.5,Action  Fantasy  Science Fiction
The Secret Life of Walter Mitty,Comedy,90,,English,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,/b0nIj7dr2bcLAn3erYhql7f6aUm.jpg,New Line Cinema,2013,Medium,365,Stop Dreaming  Start Living,7.0,Comedy  Fantasy  Drama  Adventure
Flash Gordon,SF & Fantasy,35,,English,A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant  Ming the Merciless  to save Earth.,/9c5vKUX7MB1yixVp0ZFAUDRTaeE.jpg,Dino De Laurentiis Company,2008,Medium,365,He'll save every one of us!,6.1,Science Fiction
Broken Arrow,Thriller,50,,English,When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers  the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot  Riley Hale  is the military's only hope for getting them back. Traversing the deserted canyons of Utah  Hale teams with park ranger Terry Carmichael to put Deakins back in his box.,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,Twentieth Century Fox Film Corporation,2010,Medium,365,Prepare to Go Ballistic.,5.7,Action  Drama  Adventure  Thriller
Doom,Action,60,,English,A team of space marines known as the Rapid Response Tactical Squad  led by Sarge  is sent to a science facility on Mars after somebody reports a security breach. There  they learn that the alert came after a test subject  a mass murderer purposefully injected with alien DNA  broke free and began killing people. Dr. Grimm  who is related to team member Reaper  informs them all that the chromosome can mutate humans into monsters -- and is highly infectious.,/7oZj7PCNh3G8xo9xs33suIpubv8.jpg,Di Bonaventura Pictures,2005,Medium,365,No one gets out alive.,5.0,Action  Adventure  Horror
Morning Glory,Comedy,40,http://www.morningglorymovie.com/,English,A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air  she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.,/bGBS0EUj2BMGcpoxdx190hUj4PY.jpg,Bad Robot,2010,Medium,365,Breakfast TV just got interesting.,6.1,Comedy  Drama  Romance
Last Man Standing,Action,67,,English,John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game  he switches allegiances from one to another  offering his services to the highest bidder. As the death toll mounts  Smith takes the law into his own hands in a deadly race to stay alive.,/fkURS96D2ceuocZIBuyiIBGHilF.jpg,New Line Cinema,2018,Medium,365,In a town with no justice  there is only one law... Every man for himself.,6.2,Action  Drama  Thriller
Gone Fishin',Comedy,53,,English,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.,/blNI9KqOM7YPULEnOCcOS1cIvW7.jpg,Caravan Pictures,2002,Medium,364,Even the fish are laughing!,4.7,Comedy  Family
Source Code,SF & Fantasy,32,http://www.enterthesourcecode.com/,English,Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man  discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again  gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?,/i7hS3kyv7EeoLhCDz3I7MjJ2iEN.jpg,The Mark Gordon Company,2011,Medium,364,Make Every Second Count,7.1,Science Fiction  Thriller
Domestic Disturbance,Thriller,75,,English,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,/2rD850CRE2kX9ZVFdkSTUccnpYj.jpg,Paramount Pictures,2001,Medium,364,He will do anything to protect his family.,5.4,Thriller
The Lovely Bones,Drama,65,http://www.lovelybones.com,English,After being brutally murdered  14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives  she must balance her thirst for revenge with her desire for her family to heal.,/x6h0UMw1YJG9YIYwkN3ieVIgU4.jpg,WingNut Films,2009,Medium,364,The story of a life and everything that came after...,6.6,Fantasy  Drama
The Ninth Gate,Horror,38,,English,An all-expenses-paid international search for a rare copy of the book  'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder  double-dealing and satanic worship.,/uamhDQBebdW3UQqOaVmma3yW8pm.jpg,Bac Films,2010,Medium,364,Every book has a life of its own.,6.3,Thriller  Horror
Notting Hill,Romance,42,http://www.notting-hill.com/,English,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,/f1gMw3PVicfdq9thlvUIjJ5UdvS.jpg,Bookshop Productions,2003,Medium,364,Can the most famous film star in the world fall for the man on the street?,7.0,Comedy  Drama  Romance
The Reader,Drama,32,,English,The story of Michael Berg  a German lawyer who  as a teenager in the late 1950s  had an affair with an older woman  Hanna  who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.,/mEqgCzhGO3gi9DkevgM7N6a5mY3.jpg,Studio Babelsberg,2008,Medium,364,Behind the mystery lies a truth that will make you question everything you know.,7.2,Drama  Romance
The Mothman Prophecies,Drama,32,,English,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,/746O4Rn8TKRp2UZoenD4dgwmKMj.jpg,Lakeshore Entertainment,2002,Medium,364,What do you see?,6.1,Drama  Horror
The Internship,Comedy,58,http://www.theinternshipmovie.com/,English,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,/xxOKDTQbQo7h1h7TyrQIW7u8KcJ.jpg,Twentieth Century Fox Film Corporation,2013,Medium,364,Hiring them was a brilliant mistake.,6.1,Comedy
Exorcist: The Beginning,Thriller,80,,English,Having lived through traumatizing events during WWII  Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon  and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war  Merrin must face-off with the demon which has taken possession of somebody close to him.,/6ZX7GVR6uTTNzYPMNeECXjytAPa.jpg,Morgan Creek Productions,2004,Medium,364,Go back to where the horror began.,4.7,Thriller  Horror
Going the Distance,Comedy,32,http://going-the-distance.warnerbros.com/,English,Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry  they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited  they each score a big break that could separate them for good.,/2WRQiwOsy0LZj4PNSKCjQQk19e3.jpg,New Line Cinema,2010,Medium,364,A comedy about meeting each other halfway.,6.0,Comedy  Drama  Romance
After Earth,SF & Fantasy,130,,English,One thousand years after cataclysmic events forced humanity's escape from Earth  Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family  ready to be a father to his 13-year-old son  Kitai. When an asteroid storm damages Cypher and Kitai's craft  they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit  Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life  Kitai has wanted nothing more than to be a soldier like his father. Today  he gets his chance.,/d0vReo0jcMhBjCLYZAFqWHcb7Lj.jpg,Columbia Pictures,2013,Medium,364,Danger is real  fear is a choice,5.0,Action  Science Fiction  Adventure
Race to Witch Mountain,Action,50,,English,A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers  but they're also trying desperately to escape people who have made them their targets.,/jKGmK0nWoPNnHypfWgL7ZI7fN5Q.jpg,Walt Disney Pictures,2009,Medium,363,The race is on,5.4,Action  Fantasy  Science Fiction  Family  Adventure  Thriller
